"","id","kalimat","label"
"223",223,"buku ini membiuat saya terkagum kagum dengan penulisnya maupun dengan kekayaan budaya nusantara yang menyimpan berbagai rahasia kecerdasan dan kebijakan yang luar biasa","CEO"
"224",224,"saya akan meminjam sedikit uraian dari bab yang berjudul dari geometri ke cara bersosial untuk membahas tentang auto pilot sebagai alternatif untuk menyelesaikan masalah terutama masalah penyebaran covid 19","CEO"
"225",225,"bab ini salah satunya bercerita tentang meminjam konsep geometri dan biologi untuk membangun pohon kekerabatan atau filogenetik berbagai struktur kepemimpinan kerajaan kerajaan yang sempat memerintah di nusantara","CEO"
"226",226,"penulis memaparkan temuan tentang kepemimpinan kolektif dalam menjawab pertanyaan seberapa sentralkah peran seorang raja di masing masing kerajaan itu sistem sosial di nusantara tak semata mata bergantung pada apa dan siapa yang menjabat sebagai pemimpin tapi bergantung pada sinergi elemen elemen sosial yang justru memiliki konsep kepemimpinan yang lebih luas","CEO"
"227",227,"tidak heran berulang kali dalam sejarah ketika peran kepemimpinan formal tidak memenuhi harapan masyarakat secara kolektif dengan keterbatasannya mampu melewati berbagai tantangan dengan baik","CEO"
"228",228,"ketika kritik auto pilot muncul ekonomi masih bertumbuh dengan baik","CEO"
"229",229,"ketika birokrasi lamban mengatasi hal tertentu gotong royong masyarakat mampu bergerak menjadi penyeimbang","CEO"
"230",230,"x dengan berbagai kritik terhadap penanganan covid 19 akankah masyarakat kita melewati pandemi ini dengan baik dengan korban jiwa dan kerugian jangka panjang sesedikit mungkin dalam bab itu juga penulis membandingkan dengan swarm intelligence atau kecerdasan kerumunan untuk menunjukkan bagaimana kepemimpinan lahir secara organis di makhluk sosial seperti semut atau kelompok burung yang bermigrasi atau school of fish yang bisa dijumpai saat diving","CEO"
"231",231,"burung burung yang bermigrasi membentuk formasi formasi unik pada saat terbang bersama tanpa ada pemimpin yang mengaturnya","CEO"
"232",232,"formasi tersebut terbentuk secara organik hanya dengan mengikuti tiga aturan sederhana keterpisahan kesesuaian dan kohesi","CEO"
"233",233,"keterpisahan artinya masing masing terbang dengan menjaga jarak untuk menghindari tabrakan kesesuaian artinya masing masing terbang ke arah sejajar dengan arah sebagian besar burung lain dalam kelompok dan kohesi artinya semuanya terbang ke arah rata rata posisi burung yang ada di dekatnya","CEO"
"234",234,"tiga aturan sederhana yang mungkin tidak serumit keterampilan mereka membuat sarang dari ranting atau daun daunan","CEO"
"235",235,"bisakah kita menggunakan aturan sederhana seperti ini untuk mengurangi atau menghilangkan penyebaran covid 19 sembari tetap beraktivitas tanpa mengadalkan karantina garis keras ataupun psbb ataupun aturan aturan baru yang sedang disusun untuk menghadapi keadaan normal yang baru seringnya aturan aturan yang kompleks tidak cukup fleksibel untuk menghadapi berbagai kondisi di lapangan dan tidak cukup agile untuk menghadapi perubahan pengetahuan baru yang muncul","CEO"
"236",236,"pagi ini saya membaca tweet paramita mohamad sillysampi yng mengutip aturan sederhana di jepang untuk menghindari 3c yang bisa diterapkan untuk mengurangi penyebaran covid 19 yaitu menghindari closed spaces with poor ventilation crowded places with many people nearby dan close contact settings such as close range conversations","CEO"
"237",237,"untuk lebih mudahnya dia menerjemahkannya menjadi hindari ruang yang tertutup rap at isinya pad at dan lama orang saling dek at","CEO"
"238",238,"aturan aturan sederhana seperti ini kalau diterapkan semua orang secara disiplin mungkin akan lebih efektif untuk dipatuhi dibandingkan aturan aturan kompleks yang kemudian dilonggarkan dengan berbagai pengecualiaan atau kepatuhannya terjadi hanya saat diawasi","CEO"
"239",239,"kalau semua warga mematuhi aturan aturan sederhana seperti ini tentu perlu ditambah beberapa aturan sederhana seperti pakai masker di tempat umum rajin cuci tangan isolasi diri bila demam atau batuk kemungkinan besar penambahan kasus baru bisa ditekan untuk terus menurun dengan tingkat kematian yang kecil","CEO"
"240",240,"x apakah ini yang terjadi di bali ketiadaan psbb secara formal tergantikan dengan kebijaksanaan lokal dan kesadaran warga untuk menerapkan aturan aturan sederhana alam sudah memberikan banyak petunjuk dan pelajaran namun manusia banyak yang tidak peka dgn apa yg disampaikan tengkyu reminder nya lwt tulisan ini pak suka suka isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press","CEO"
"241",241,"com account 5","CEO"
"242",242,"logout ubah you are commenting using your google account 4","CEO"
"243",243,"x logout ubah you are commenting using your twitter account 2","CEO"
"244",244,"logout ubah you are commenting using your facebook account 4","CEO"
"245",245,"logout ubah connecting to percent s beri tahu saya komentar baru melalui email 4","CEO"
"246",246,"beritahu saya pos pos baru lewat surat elektronik 5","CEO"
"247",247,"c saat saya belajar operation mangement di purdue university salah satu konsep yang saya pelajari yang masih banyak saya gunakan sampai hari ini baik dalam pekerjaan maupun dalam kegiatan sehari hari adalah portofolio i c b","CEO"
"248",248,"konsep yang diajarkan prof","CEO"
"249",249,"leroy b","CEO"
"250",250,"schwarz ini adalah singkatan dari portofolio information control buffer","CEO"
"251",251,"dalam mengelola satu hal secara optimum kita bisa menyeimbangkan penggunaan 3 hal tersebut","CEO"
"252",252,"pada saat informasi ataupun sistem kontrol tidak memadai maka kita perlu mengandalkan buffer cadangan yang lebih tinggi","CEO"
"253",253,"sebaliknya pada saat informasi sangat jelas dan atau sistem kontrol bisa berjalan dengan efektif maka penyediaan buffer yang tinggi akan menjadi pemborosan","CEO"
"254",254,"masing masing faktor i c dan b tentu membawa biayanya masing masing","CEO"
"255",255,"untuk menjaga efisiensi dalam tiap kondisi kita perlu memilih menyeimbangkan ketiga hal tersebut agar total biaya i c b yang terjadi adalah biaya yang paling minimal","CEO"
"256",256,"semua muat dalam 1 ransel untuk 10 hari ke eropa kita bisa ambil contoh soal berangkat ke bandara untuk terbang ke kota lain dengan pesawat","CEO"
"257",257,"kalau saya tidak punya informasi i yang akurat seberapa lama saya bisa sampai ke bandara dari rumah saya dan saya tidak tahu seberapa panjang antrian check in maka salah satu cara yang bisa saya lakukan adalah datang jauh lebih awal mungkin tiga jam sebelum lepas landas satu setengah jam untuk perkiraan perjalanan paling lama ditambah dengan kemungkinan kalau terjadi kemacetan setengah jam untuk perkiraan check in kalau ternyata antrian panjang dan setengah jam lagi cadangan tambahan bila ada hal hal tak terduga terjadi","CEO"
"258",258,"semua waktu tambahan ini adalah buffer b yang melibatkan biaya berupa waktu yang seharusnya bisa saya gunakan untuk hal lain","CEO"
"259",259,"namun saya bisa mengurangi buffer ini dengan sistem kontrol c lebih baik misalnya dengan melakukan check in secara online sebelum terbang","CEO"
"260",260,"saya bisa juga meningkatkan pencarian informasi untuk meningkatkan sistem kontrol ini misalnya dengan mencari tahu maskapai mana yang antriannya untuk check in lebih pendek atau jam penerbangan mana yang antriannya lebih pendek atau bandara keberangkatan mana yang antriannya lebih pendek","CEO"
"261",261,"biasanya saya akan memilih terbang dari bandara halim karena jarak dari kantor ataupun rumah lebih dekat kemacetan dari arah kantor dan rumah menuju halim biasanya lebih kecil standar deviasinya makin lama saya makin punya data yang lebih akurat tentang rata rata waktu tempuh jalur ini termasuk rata rata kemacetannya pada jam tertentu apalagi sekarang ada aplikasi peta yang sangat membantu untuk memperkirakan jarak tempuh","CEO"
"262",262,"saya biasa memilih penerbangan paling pagi atau pas jam sholat jumat karena biasanya kemacetan lebih bisa diperkirakan dan biasanya penerbangan pagi lebih jarang tertunda ini bonusnya","CEO"
"263",263,"selain itu saya tidak pernah membawa bagasi saya hanya membawa bagasi kalau penerbangan internasional untuk musim dingin dengan durasi travel lebih dari 2 minggu sehingga saya bisa melakukan check in secara online dan tidak perlu antri","CEO"
"264",264,"dengan faktor i dan c yang memadai tersebut saya bisa mengurangi secara signifikan cadangan waktu b yang saya sediakan untuk menuju bandara","CEO"
"265",265,"biasa saya baru berangkat dari kantor sekitar 75 menit sebelum penerbangan dan sampai saat ini belum pernah ketinggalan pesawat","CEO"
"266",266,"nah mari kita pindah soal pandemi virus korona","CEO"
"267",267,"berbagai alternatif untuk mengelola pandemi ini bisa dilakukan namun tiap negara tentu punya kondisi yang berbeda sehingga tidak ada rumus yang sama untuk bisa mengelola dengan efektif dan efisien","CEO"
"268",268,"korea selatan dan singapura pada tahap awal mengandalkan deteksi cepat dan penelusuran pasien untuk bisa mendapatkan informasi i penyebaran virus ini dengan tepat dilanjutkan dengan sistem kontrol yang ketat sehingga mereka tidak perlu menyediakan faktor buffer b berupa pembatasan aktivitas secara total","CEO"
"269",269,"singapura dari penemuan kasus pertama hingga awal april sebelum diberlakukan circuit breaker lockdown cara singapura masih memperbolehkan berbagai aktivitas tapi dengan menjaga jarak antar orang termasuk museum masih buka tapi dengan pembatasan jumlah pengunjung","CEO"
"270",270,"china dengan kondisi kendali dan kekuasaan pemerintah yang sangat kuat tanpa demokrasi gaya barat tentu lebih mudah mengandalkan sistem kontrol yang sangat ketat dan efektif tanpa takut adanya protes masyarakat atau kekhawatiran melanggar hak kebebasan sipil","CEO"
"271",271,"bagaimana dengan indonesia kita memiliki keterbatasan laboratorium untuk verifikasi pasien positif tapi kita masih mungkin memperluas penggunaan rapid test untuk melakukan prediksi","CEO"
"272",272,"jawa barat melakukan hal ini untuk mengetahui lebih jelas sebaran virusnya supaya bisa merancang sistem kontrol dengan lebih baik","CEO"
"273",273,"informasi yang didapatkan kalau tidak dimanfaatkan untuk sistem kontrol yang efektif akan sia sia","CEO"
"274",274,"secara nasional pengumpulan informasi ini mendapatkan banyak sorotan","CEO"
"275",275,"selain kapasitas laboratorium yang belum memadai masih jauh dari yang diharapkan oleh presiden pengumpulan informasi ini juga dipersulit oleh kondisi geografis kepulauan kita yang mempersulit transportasi sampel dari daerah ke laboratorium terdekat","CEO"
"276",276,"di tengah kekisruhan ini kelihatannya sense of urgency dari tim laboratorium pun sempat dipertanyakan setelah beredarnya surat dari badan laboratorium yang merencanakan penghentian pengiriman sampel selama lebaran walaupun surat tersebut kemudian dikoreksi","CEO"
"277",277,"namun yang menjadi masalah adalah kemampuan membangun sistem kontrol yang efektif","CEO"
"278",278,"kita mungkin tidak seberuntung beberapa negara lain yang mampu bertahan dengan penghentian kegiatan ekonomi selama jangka waktu tertentu","CEO"
"279",279,"pembatasan kegiatan ekonomi yang berlebihan dalam waktu panjang tentu akan menciptakan masalah lain yang mungkin juga menyumbang angka kematian dalam bentuk lain","CEO"
"280",280,"orang orang yang tidak mempunyai penghasilan maupun orang yang stress karena pembatasan total berkepanjangan mungkin akan menghadapi masalah kesehatan lain salah satunya karena turunnya imunitas","CEO"
"281",281,"kita juga tidak seberuntung masyarakat negara lain yang lebih disiplin dalam mengikuti berbagai aturan dan himbauan yang ada","CEO"
"282",282,"kalaupun sistem kontrol bisa dirancang tapi efektivitas penerapannya akan menemui berbagai masalah","CEO"
"283",283,"salah satu contoh kecil adalah beredarnya isu jual beli surat bebas covid untuk memenuhi syarat terbang dengan pesawat","CEO"
"284",284,"selama ini untuk mendapatkan surat sakit buat karyawan yang mangkir bukan hal yang mustahil","CEO"
"285",285,"masalah kita dimulai dari bangku sekolah berapa banyak siswa yang pernah menyontek selama sekolah atau kuliah berapa banyak mahasiswa yang pernah titip absen selama kuliah","CEO"
"286",286,"berapa banyak dari kita yang pernah menonton film bajakan","CEO"
"287",287,"kita kurang belajar untuk merasa malu kalau tidak disiplin kalau tidak jujur","CEO"
"288",288,"mengubah hal tersebut tidak bisa dalam sebulan butuh bertahun tahun","CEO"
"289",289,"oleh karena itu membangun sistem kontrol yang efektif akan menjadi hal yang sangat mahal saat ini dan sangat sulit","CEO"
"290",290,"dengan kurang tersedianya sistem kontrol c yang efektif maka kita perlu mengandalkan buffer b","CEO"
"291",291,"kita perlu belajar menghadapi kondisi normal yang baru dengan terus menjaga jarak menggunakan masker meningkatkan imunitas kalau sampai terinfeksi semoga imunitas kita bisa melawan dengan baik","CEO"
"292",292,"buat orang orang yang hidup dengan hipertensi diabetes penyakit jantung dan pembuluh darah masalah kolesterol dan obesitas yang merupakan faktor yang meningkatkan risiko kematian bila terpapar covid 19 mari hidup lebih sehat","CEO"
"293",293,"kurangi konsumsi gula garam dan lemak","CEO"
"294",294,"olahraga dan tidur yang teratur","CEO"
"295",295,"informasi yang terkumpul dari statistik wabah ini dari data resmi yang ada memperlihatkan keberhasilan intervensi mandiri tanpa psbb di beberapa area dalam hal mencegah terbentuknya kurva eksponensial pertambahan kasus baru","CEO"
"296",296,"informasi ini tentu menjadi kabar baik untuk bisa menghadapi kondisi normal yang baru ke depannya","CEO"
"297",297,"saat ini jangan skeptis mendengar ajakan untuk berdamai dengan korona","CEO"
"298",298,"saat musuh tidak mampu kita lenyapkan berdamai dan hidup bersama dengan selamat merupakan pilihan terbaik kedua dibandingkan larut dalam caci maki dan keputusasaan","CEO"
"299",299,"semoga kecepatan penambahan kasus baru terus melambat dan tingkat kesembuhan bisa dicapai setinggi mungkin","CEO"
"300",300,"isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press","CEO"
"301",301,"com account 6","CEO"
"302",302,"logout ubah you are commenting using your google account 5","CEO"
"303",303,"logout ubah you are commenting using your twitter account 4","CEO"
"304",304,"logout ubah you are commenting using your facebook account 5","CEO"
"305",305,"x logout ubah connecting to percent s beri tahu saya komentar baru melalui email 2","CEO"
"306",306,"beritahu saya pos pos baru lewat surat elektronik 6","CEO"
"307",307,"c pandemi ini mempopulerkan istilah wfh di seluruh dunia","CEO"
"308",308,"di banyak tempat orang disarankan untuk sebisa mungkin bekerja dari rumah work from home wfh","CEO"
"309",309,"dahulu wfh adalah kemewahan yang hanya bisa dinikmati segelintir orang karena ketidakcukupan infrastuktur seperti sinyal dan aplikasi kerja yang memadai serta ketidaksiapan budaya organisasi untuk mengakomodasi hal tersebut","CEO"
"310",310,"sekarang siap tidak siap banyak organisasi yang terpaksa menjalankan opsi ini","CEO"
"311",311,"dahulu banyak yang senang bisa mendapatkan kesempatan wfh","CEO"
"312",312,"sekarang setelah berjalan lebih dari sebulan sebagian sudah berteriak ingin masuk kantor work from office wfo apalagi buat orang extrovert yang perlu mengumpulkan semangatnya dari tengah kerumunan orang","CEO"
"313",313,"x jadi kamu termasuk tim yang mana agar efektif wfh memang memerlukan beberapa syarat","CEO"
"314",314,"pertama kesiapan infrastuktur seperti sinyal dan ruang kerja yang memadai di rumah","CEO"
"315",315,"kedua suasana rumah yang mendukung untuk bisa bekerja dari rumah anggota keluarga yang bisa mengerti dan memberikan waktu yang tenang untuk bisa bekerja dari rumah","CEO"
"316",316,"ketiga menurut saya ini yang terpenting adalah budaya perusahaan yang mendukung","CEO"
"317",317,"wfh memerlukan budaya organisasi yang saling percaya antara organisasi dan karyawannya yang lebih memberdayakan anggota organisasinya untuk bisa mengatur dirinya sendiri","CEO"
"318",318,"meminjam teori mc gregor tentang gaya manajemen wfh memerlukan gaya manajemen teori y","CEO"
"319",319,"dalam bukunya berjudul the human side of entreprise mc gregor menjelaskan ada teori gaya manajemen","CEO"
"320",320,"teori pertama yang dinamakan teori x berasumsikan bahwa pada dasarnya karyawan tidak suka atau tidak termotivasi untuk bekerja sehingga perlu dikontrol dengan insentif dan hukuman atau pendekatan stick and carrot","CEO"
"321",321,"gaya ini sejalan dengan teori kontrak dalam ilmu ekonomi tentang informasi asimetris","CEO"
"322",322,"sebagian besar organisasi profesional berjalan menggunakan teori ini","CEO"
"323",323,"sebagian besar prosedur budaya dan struktur organisasi dibangun di bawah teori ini","CEO"
"324",324,"kontrol menjadi salah satu kata kunci untuk keberhasilan di teori ini","CEO"
"325",325,"penggunaan kontrol secara berlebihan dalam banyak organisasi telah ikut menyumbang ketidakpuasan karyawan atau anggota organisasi yang cukup tinggi di seluruh dunia","CEO"
"326",326,"data di asia pasifik menunjukkan mayoritas karyawan tidak engage dengan perusahaannya","CEO"
"327",327,"manusia dewasa pada umumnya ingin dipercaya dan tidak ingin dikontrol secara berlebihan","CEO"
"328",328,"teori kedua adalah kebalikannya","CEO"
"329",329,"teori y berasumsikan bahwa pada dasarnya manusia apalagi karyawan yang sudah melewati proses seleksi bisa mencintai pekerjaannya","CEO"
"330",330,"meminjam asumsi edward deming mahaguru total quality management pada dasarnya hampir semua manusia pada hampir semua saat akan berusaha melakukan yang terbaik","CEO"
"331",331,"organisasi yang dibangun di atas teori y ini umumnya mampu membangun employee engagement yang lebih baik","CEO"
"332",332,"kontrol bukanlah satu satunya kata sakti dalam menjalankan organisasi","CEO"
"333",333,"kepercayaan integritas self control menjadi kunci keberhasilan organisasi","CEO"
"334",334,"organisasi dengan teori y ini lebih siap untuk bisa menjalankan wfh secara lebih efektif","CEO"
"335",335,"banyak ahli memperkirakan bahwa kita tidak akan kembali ke kondisi kerja pra pandemi dalam waktu dekat","CEO"
"336",336,"yang akan terjadi adalah kita harus bersiap dengan kondisi normal yang baru yang mengharuskan kita tetap menjaga jarak","CEO"
"337",337,"wfh akan tetap populer dalam beberapa saat mendatang","CEO"
"338",338,"bahkan walaupun satu hari bisa kembali ke kondisi pra pandemi sebagian organisasi mungkin akan menyadari manfaat besar dari wfh dan akan meneruskan kebijakan wfh","CEO"
"339",339,"bila dikelola dengan baik wfh mampu menaikkan produktivitas lewat employee engagement yang meningkat","CEO"
"340",340,"perusahaan yang bisa menerapkan kebijakan kerja yang lebih fleksibel seperti wfh atau bahkan wfe work from everywhere akan lebih menarik talenta talenta yang berharga lebih menarik buat generasi milenial dan generasi berikutnya yang akan memasuki dunia kerja","CEO"
"341",341,"budaya yang dibangun di atas teori y bisa menjadi keunggulan bersaing untuk organisasi","CEO"
"342",342,"wfe bekerja dari atas hammock yg digantung di antara dua bukit di labengki sulawesi tenggara semoga satu hari nanti wfe yang selama ini saya nikmati bukan lagi satu kemewahan tapi bisa jadi satu anugerah yang bisa dinikmati lebih banyak orang","CEO"
"343",343,"buat yang senang travelling coba bayangkan anda bisa bekerja dari depan laptop di tengah suara ombak yang pecah di pantai berpindah dari satu pantai ke pantai yang lain sepanjang tahun","CEO"
"344",344,"x atau mau bekerja dari hammock yg bergelantungan di ketinggian di antara dua bukit ini isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press","CEO"
"345",345,"com account 7","CEO"
"346",346,"logout ubah you are commenting using your google account 6","CEO"
"347",347,"logout ubah you are commenting using your twitter account 5","CEO"
"348",348,"logout ubah you are commenting using your facebook account 6","CEO"
"349",349,"x logout ubah connecting to percent s beri tahu saya komentar baru melalui email 3","CEO"
"350",350,"beritahu saya pos pos baru lewat surat elektronik 7","CEO"
"351",351,"c belum pernah ada yang mengkomentari petikan puisi dari sufi rumi yang tergantung di ruang kerja saya kecuali muhamad lutfi sabani salah satu anak muda nu yang waktu itu saya masuk ke ruangan saya untuk wawancara kerja","CEO"
"352",352,"katanya dia juga salah satu pengagum rumi","CEO"
"353",353,"petikan yang sudah diterjemahkan ke dalam bahasa inggris itu berbunyi become nothing and he ll turn you into everything","CEO"
"354",354,"rumi atau jalal ad din muhammad rumi jlal aldyn mhmd rwmy adalah sufi yang hidup di abad ke 13 di anatolia bekas area kekuasaan kekaisaran roma timur byzantium yang dalam bahasa arab disebut sebagai rum","CEO"
"355",355,"rumi dimakamkan di konya turki kota yang masuk dalam daftar kota yang akan saya kunjungi kalau ada kesempatan ke turki lagi","CEO"
"356",356,"puisi puisi rumi buat saya sangat berkesan karena dekat dengan konsep detachment salah satu prinsip utama dalam spiritualitas ignatian","CEO"
"357",357,"saya bersyukur pernah melewati tiga tahun yang sangat berharga di sma kolese loyola salah satu sekolah asuhan romo jesuit","CEO"
"358",358,"saat itu loyola adalah salah satu sekolah yang paling diminati di jawa tengah dan berhasil mengumpulkan banyak lulusan2 terbaik smp se jateng","CEO"
"359",359,"bayangkan betapa kecutnya hati saya ketika melihat pengumuman penerimaan siswa baru di mana rata rata siswa baru yang diterima saat itu rata rata nem semacam ujian nasional jaman itu sekitar 90","CEO"
"360",360,"tidak heran tiga tahun kemudian saat kelulusan sma lima siswa a1 dengan nilai tertinggi se jateng ada di loyola semua","CEO"
"361",361,"tapi bukan itu alasan utamanya","CEO"
"362",362,"saya bersyukur karena kepribadian dan karakter kepemimpinan saya dibentuk di tiga tahun itu","CEO"
"363",363,"saya bersyukur punya kesempatan untuk belajar berpikir dengan merdeka belajar melepas diri menuju pribadi yang merdeka walaupun sampai saat ini jatuh bangun untuk itu","CEO"
"364",364,"kebayang serunya diskusi diskusi di kelas tentang bagaimana menjembatani iman dan ilmu serunya diskusi topik yang mungkin tabu dibahas di tempat lain serunya belajar menemukan makna bekerja","CEO"
"365",365,"sebagai anak yang selalu memberontak dari kecil sma ini semacam surga pendidikan yang bebas dari segala penjejalan dogmatis","CEO"
"366",366,"detachment adalah lawan kata dari possesive attachment","CEO"
"367",367,"hidup itu adalah perjalanan menuju pulang di mana tidak ada benda fisik yang akan kita bawa serta","CEO"
"368",368,"perjalanan menuju pulang adalah perjalanan melepas satu per satu yang dititipkan ke kita sehingga pada saat kita pulang tidak ada yang menahan kita untuk bisa bebas lepas kembali","CEO"
"369",369,"mengosongkan diri adalah perjalanan menuju kepenuhan","CEO"
"370",370,"semua hal yang ada pada kita saat ini hanyalah titipan sesaat yang mungkin lenyap satu hari","CEO"
"371",371,"jabatan harta bahkan kedekatan emosional bukanlah hal yang abadi","CEO"
"372",372,"pandemi ini mengingatkan kita akan ketidakabadian hal hal tersebut","CEO"
"373",373,"pekerjaan dan pendapatan bisa lenyap dalam hitungan hari","CEO"
"374",374,"pelukan dan kedekatan fisik yang biasanya adalah sesatu yang tidak banyak orang syukuri tiba tiba menjadi barang langka yang sangat berharga","CEO"
"375",375,"di masa lalu kesempatan untuk berkumpul bersama di kantor bagi sebagian orang bukanlah hal yang disyukuri bahkan kadang dirasa sebagai beban hingga kesempatan untuk bisa bekerja dari rumah dirasa sebagai suatu kemewahan","CEO"
"376",376,"hari hari ini banyak yang merindukan kesempatan untuk bisa berkumpul kembali di kantor","CEO"
"377",377,"sebelum vaksin ditemukan ancaman gelombang gelombang pandemi selanjutnya akan selalu mengintai dan pembatasan jarak di tempat kerja akan menyebabkan kesempatan berkumpul di kantor sebebas dulu akan tetap menjadi barang langka","CEO"
"378",378,"pandemi ini memberikan kesempatan untuk belajar bebas lepas dari kelekatan","CEO"
"379",379,"sampai saat ini saya selalu membiasakan diri untuk mengerjakan sendiri beberapa pekerjaan rumah seperti mengepel dan mencuci piring","CEO"
"380",380,"di kantor kami membiasakan diri untuk memisahkan sendiri sisa sisa makanan dan mengembalikan sendiri piring kotor pada tempatnya tanpa memandang jabatan","CEO"
"381",381,"hal yang kelihatan sepele tapi selalu menjadi pengingat menuju kekosongan","CEO"
"382",382,"satu hari ketika jabatan itu berlalu atau ketika roda berputar ke bawah kita akan melewatinya dengan lebih mudah dan bahagia karena ketika roda berputar ke atas ataupun ke bawah semua hanya masalah pergerakan hidup semata","CEO"
"383",383,"kita tetap bisa bahagia dan menuju kepenuhan","CEO"
"384",384,"di hari waisak murid murid budha memperingati peristiwa kelahiran pencapaian pencerahan yang sempurna dan kematian sang budha gautama","CEO"
"385",385,"pencerahan yang mengajarkan cara melepaskan diri dari kelekatan mengosongkan diri untuk menuju kebahagiaan sempurna","CEO"
"386",386,"selamat hari waisak","CEO"
"387",387,"isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press 2","CEO"
"388",388,"com account 8","CEO"
"389",389,"logout ubah you are commenting using your google account 7","CEO"
"390",390,"x logout ubah you are commenting using your twitter account 3","CEO"
"391",391,"logout ubah you are commenting using your facebook account 7","CEO"
"392",392,"logout ubah connecting to percent s beri tahu saya komentar baru melalui email 5","CEO"
"393",393,"beritahu saya pos pos baru lewat surat elektronik 8","CEO"
"394",394,"c tidak banyak hari yang secara tradisi dirayakan bersama oleh berbagai bangsa dan beragam aliran ideologi","CEO"
"395",395,"hari ini adalah salah satunya","CEO"
"396",396,"may day hari libur 1 mei ini dirayakan di berbagai negara sebagai hari buruh atau international worker s day yang punya sejarah dekat dengan gerakan sosialis dan gerakan kiri","CEO"
"397",397,"buat umat katolik 1 mei ini adalah salah satu hari perayaan penting bukan hanya sebagai pembuka bulan maria yang telah dirayakan sejak abad ke 18 tapi juga perayaan suami bunda maria st","CEO"
"398",398,"yusuf pekerja dan perayaan hari nabi yeremia dalam bahasa arab aramiya yang dihormati dalam agama yahudi kristen maupun islam","CEO"
"399",399,"namun jauh sebelum itu may day adalah tradisi panjang festival menyambut datangnya musim semi di berbagai area eropa sejak era romawi festival floralia untuk menghormati dewi bunga","CEO"
"400",400,"sejarah terus berjalan may day tetap abadi dengan penambahan dan persaingan makna seiring berjalannya waktu","CEO"
"401",401,"kerusuhan haymarket chicago di mei 1886 yang bermula dari demonstrasi buruh menjadi titik awal peringatan hari buruh yang menambah merubah makna may day sebagai festival musim semi","CEO"
"402",402,"melawan gerakan kiri yang makin meluas di tahun 1955 paus pius xii menetapkan 1 mei sebagai perayaan st","CEO"
"403",403,"yusuf pekerja tukang kayu dari nazareth memperingati hari buruh dalam perspektif katolik sebagaimana telah dimulai jauh sebelumnya oleh paus leo xiii dengan mengeluarkan ensiklik rerum novarum rights and duties of capital and labor ajaran yang menolak koumnisme tapi sekaligus menolak kapitalisme yang tak berbatas","CEO"
"404",404,"may adalah kata harapan dalam bahasa inggris","CEO"
"405",405,"may adalah kata pemula doa untuk kebaikan","CEO"
"406",406,"sama seperti nabi yeremia yang menyuarakan harapan untuk kembali ke jalan kebenaran may adalah harapan untuk kebaikan yang lebih memihak suara suara pihak yang lebih tidak berdaya","CEO"
"407",407,"khusus tahun ini may adalah harapan untuk hari yang lebih baik di tengah pandemi ini","CEO"
"408",408,"saat ini perusahaan perusahaan berlomba lomba berbuat kebaikan baik karena tuntutan public relation karena persepsi konsumen ataupun pencari kerja yang makin menghargai perusahaan yang konsisten berbuat kebaikan maupun karena lahirnya pemimpin era baru yang terpanggil untuk memimpin perusahaannya menjadi sumber kebaikan bagi banyak pihak","CEO"
"409",409,"namun seringkali perusahaan lupa bahwa sebaik baiknya perusahaan adalah perusahaan yang bermanfaat bagi pekerjanya","CEO"
"410",410,"seringkali perusahaan sibuk melakukan berbagai program corporate social responsibilty csr tapi melupakan bahwa salah satu tanggung jawab sosial tersebut adalah tanggung jawab sosial terhadap karyawannya","CEO"
"411",411,"di saat saat sulit di tengah pandemi ini salah satu tanggung jawab besar perusahaan adalah bagaimana menyelamatkan kapalnya sekuat kuatnya tanpa perlu membuang satu pun penumpangnya ke tengah laut yang tengah berbadai","CEO"
"412",412,"sekoci sekuat apapun belum tentu akan bisa menyelamatkan bila dilarungkan ke tengah badai yang mengamuk","CEO"
"413",413,"di tengah badai yang memabukkan penumpangnya tabungan tabungan jangka panjang perlu dikeluarkan untuk menguatkan penumpangnya","CEO"
"414",414,"semoga para investor belajar berpikir jangka panjang belajar berbuat kebaikan dengan menghargai dan tidak menghukum pengelola yang berusaha menyelamatkan manusia manusia di dalam kapalnya walaupun harus mengorbankan keuntungan jangka pendek","CEO"
"415",415,"semoga satu hari para ahli keuangan dapat memvaluasi nilai kebaikan yang dilakukan pengelola perusahaan dalam valuasi nilai perusahaan karena kalau kita percaya bahwa pekerja adalah salah satu aset paling penting maka kebaikan yang dilakukan terhadap para pekerja adalah investasi yang berharga","CEO"
"416",416,"selamat merayakan hari buruh","CEO"
"417",417,"truly i tell you whatever you did for one of the least of these brothers and sisters of mine you did for me","CEO"
"418",418,"matthew 25 40 dengan segala bentuk dedikasi dan kerja keras yg dilakukan semoga semua bisa bermanfaat bagi semua dan may adalah sebuah harapan harapan untuk segera berlalu masa pandemi ini","CEO"
"419",419,"suka suka trimakasih sudah mempertahankan kami kami akan selalu berusaha melakukan yang terbaik untuk nutrifood ditengah pandemi ini","CEO"
"420",420,"trimakasih sudah menginspirasi dan membangkitkan semangat kami love u nutrifoodku","CEO"
"421",421,"x 2","CEO"
