"","id","kalimat","label"
"206",230,"x dengan berbagai kritik terhadap penanganan covid 19 akankah masyarakat kita melewati pandemi ini dengan baik dengan korban jiwa dan kerugian jangka panjang sesedikit mungkin dalam bab itu juga penulis membandingkan dengan swarm intelligence atau kecerdasan kerumunan untuk menunjukkan bagaimana kepemimpinan lahir secara organis di makhluk sosial seperti semut atau kelompok burung yang bermigrasi atau school of fish yang bisa dijumpai saat diving","CEO"
"207",231,"burung burung yang bermigrasi membentuk formasi formasi unik pada saat terbang bersama tanpa ada pemimpin yang mengaturnya","CEO"
"208",232,"formasi tersebut terbentuk secara organik hanya dengan mengikuti tiga aturan sederhana keterpisahan kesesuaian dan kohesi","CEO"
"209",233,"keterpisahan artinya masing masing terbang dengan menjaga jarak untuk menghindari tabrakan kesesuaian artinya masing masing terbang ke arah sejajar dengan arah sebagian besar burung lain dalam kelompok dan kohesi artinya semuanya terbang ke arah rata rata posisi burung yang ada di dekatnya","CEO"
"210",234,"tiga aturan sederhana yang mungkin tidak serumit keterampilan mereka membuat sarang dari ranting atau daun daunan","CEO"
"211",235,"bisakah kita menggunakan aturan sederhana seperti ini untuk mengurangi atau menghilangkan penyebaran covid 19 sembari tetap beraktivitas tanpa mengadalkan karantina garis keras ataupun psbb ataupun aturan aturan baru yang sedang disusun untuk menghadapi keadaan normal yang baru seringnya aturan aturan yang kompleks tidak cukup fleksibel untuk menghadapi berbagai kondisi di lapangan dan tidak cukup agile untuk menghadapi perubahan pengetahuan baru yang muncul","CEO"
"212",236,"pagi ini saya membaca tweet paramita mohamad sillysampi yng mengutip aturan sederhana di jepang untuk menghindari 3c yang bisa diterapkan untuk mengurangi penyebaran covid 19 yaitu menghindari closed spaces with poor ventilation crowded places with many people nearby dan close contact settings such as close range conversations","CEO"
"213",237,"untuk lebih mudahnya dia menerjemahkannya menjadi hindari ruang yang tertutup rap at isinya pad at dan lama orang saling dek at","CEO"
"214",238,"aturan aturan sederhana seperti ini kalau diterapkan semua orang secara disiplin mungkin akan lebih efektif untuk dipatuhi dibandingkan aturan aturan kompleks yang kemudian dilonggarkan dengan berbagai pengecualiaan atau kepatuhannya terjadi hanya saat diawasi","CEO"
"215",239,"kalau semua warga mematuhi aturan aturan sederhana seperti ini tentu perlu ditambah beberapa aturan sederhana seperti pakai masker di tempat umum rajin cuci tangan isolasi diri bila demam atau batuk kemungkinan besar penambahan kasus baru bisa ditekan untuk terus menurun dengan tingkat kematian yang kecil","CEO"
"216",246,"beritahu saya pos pos baru lewat surat elektronik 5","CEO"
"217",247,"c saat saya belajar operation mangement di purdue university salah satu konsep yang saya pelajari yang masih banyak saya gunakan sampai hari ini baik dalam pekerjaan maupun dalam kegiatan sehari hari adalah portofolio i c b","CEO"
"218",248,"konsep yang diajarkan prof","CEO"
"219",249,"leroy b","CEO"
"220",250,"schwarz ini adalah singkatan dari portofolio information control buffer","CEO"
"221",251,"dalam mengelola satu hal secara optimum kita bisa menyeimbangkan penggunaan 3 hal tersebut","CEO"
"222",252,"pada saat informasi ataupun sistem kontrol tidak memadai maka kita perlu mengandalkan buffer cadangan yang lebih tinggi","CEO"
"223",253,"sebaliknya pada saat informasi sangat jelas dan atau sistem kontrol bisa berjalan dengan efektif maka penyediaan buffer yang tinggi akan menjadi pemborosan","CEO"
"224",254,"masing masing faktor i c dan b tentu membawa biayanya masing masing","CEO"
"225",255,"untuk menjaga efisiensi dalam tiap kondisi kita perlu memilih menyeimbangkan ketiga hal tersebut agar total biaya i c b yang terjadi adalah biaya yang paling minimal","CEO"
"226",256,"semua muat dalam 1 ransel untuk 10 hari ke eropa kita bisa ambil contoh soal berangkat ke bandara untuk terbang ke kota lain dengan pesawat","CEO"
"227",257,"kalau saya tidak punya informasi i yang akurat seberapa lama saya bisa sampai ke bandara dari rumah saya dan saya tidak tahu seberapa panjang antrian check in maka salah satu cara yang bisa saya lakukan adalah datang jauh lebih awal mungkin tiga jam sebelum lepas landas satu setengah jam untuk perkiraan perjalanan paling lama ditambah dengan kemungkinan kalau terjadi kemacetan setengah jam untuk perkiraan check in kalau ternyata antrian panjang dan setengah jam lagi cadangan tambahan bila ada hal hal tak terduga terjadi","CEO"
"228",258,"semua waktu tambahan ini adalah buffer b yang melibatkan biaya berupa waktu yang seharusnya bisa saya gunakan untuk hal lain","CEO"
"229",259,"namun saya bisa mengurangi buffer ini dengan sistem kontrol c lebih baik misalnya dengan melakukan check in secara online sebelum terbang","CEO"
"230",260,"saya bisa juga meningkatkan pencarian informasi untuk meningkatkan sistem kontrol ini misalnya dengan mencari tahu maskapai mana yang antriannya untuk check in lebih pendek atau jam penerbangan mana yang antriannya lebih pendek atau bandara keberangkatan mana yang antriannya lebih pendek","CEO"
"231",261,"biasanya saya akan memilih terbang dari bandara halim karena jarak dari kantor ataupun rumah lebih dekat kemacetan dari arah kantor dan rumah menuju halim biasanya lebih kecil standar deviasinya makin lama saya makin punya data yang lebih akurat tentang rata rata waktu tempuh jalur ini termasuk rata rata kemacetannya pada jam tertentu apalagi sekarang ada aplikasi peta yang sangat membantu untuk memperkirakan jarak tempuh","CEO"
"232",262,"saya biasa memilih penerbangan paling pagi atau pas jam sholat jumat karena biasanya kemacetan lebih bisa diperkirakan dan biasanya penerbangan pagi lebih jarang tertunda ini bonusnya","CEO"
"233",263,"selain itu saya tidak pernah membawa bagasi saya hanya membawa bagasi kalau penerbangan internasional untuk musim dingin dengan durasi travel lebih dari 2 minggu sehingga saya bisa melakukan check in secara online dan tidak perlu antri","CEO"
"234",264,"dengan faktor i dan c yang memadai tersebut saya bisa mengurangi secara signifikan cadangan waktu b yang saya sediakan untuk menuju bandara","CEO"
"235",265,"biasa saya baru berangkat dari kantor sekitar 75 menit sebelum penerbangan dan sampai saat ini belum pernah ketinggalan pesawat","CEO"
"236",266,"nah mari kita pindah soal pandemi virus korona","CEO"
"237",267,"berbagai alternatif untuk mengelola pandemi ini bisa dilakukan namun tiap negara tentu punya kondisi yang berbeda sehingga tidak ada rumus yang sama untuk bisa mengelola dengan efektif dan efisien","CEO"
"238",268,"korea selatan dan singapura pada tahap awal mengandalkan deteksi cepat dan penelusuran pasien untuk bisa mendapatkan informasi i penyebaran virus ini dengan tepat dilanjutkan dengan sistem kontrol yang ketat sehingga mereka tidak perlu menyediakan faktor buffer b berupa pembatasan aktivitas secara total","CEO"
"239",269,"singapura dari penemuan kasus pertama hingga awal april sebelum diberlakukan circuit breaker lockdown cara singapura masih memperbolehkan berbagai aktivitas tapi dengan menjaga jarak antar orang termasuk museum masih buka tapi dengan pembatasan jumlah pengunjung","CEO"
"240",270,"china dengan kondisi kendali dan kekuasaan pemerintah yang sangat kuat tanpa demokrasi gaya barat tentu lebih mudah mengandalkan sistem kontrol yang sangat ketat dan efektif tanpa takut adanya protes masyarakat atau kekhawatiran melanggar hak kebebasan sipil","CEO"
"241",271,"bagaimana dengan indonesia kita memiliki keterbatasan laboratorium untuk verifikasi pasien positif tapi kita masih mungkin memperluas penggunaan rapid test untuk melakukan prediksi","CEO"
"242",272,"jawa barat melakukan hal ini untuk mengetahui lebih jelas sebaran virusnya supaya bisa merancang sistem kontrol dengan lebih baik","CEO"
"243",273,"informasi yang didapatkan kalau tidak dimanfaatkan untuk sistem kontrol yang efektif akan sia sia","CEO"
"244",274,"secara nasional pengumpulan informasi ini mendapatkan banyak sorotan","CEO"
"245",275,"selain kapasitas laboratorium yang belum memadai masih jauh dari yang diharapkan oleh presiden pengumpulan informasi ini juga dipersulit oleh kondisi geografis kepulauan kita yang mempersulit transportasi sampel dari daerah ke laboratorium terdekat","CEO"
"246",276,"di tengah kekisruhan ini kelihatannya sense of urgency dari tim laboratorium pun sempat dipertanyakan setelah beredarnya surat dari badan laboratorium yang merencanakan penghentian pengiriman sampel selama lebaran walaupun surat tersebut kemudian dikoreksi","CEO"
"247",277,"namun yang menjadi masalah adalah kemampuan membangun sistem kontrol yang efektif","CEO"
"248",278,"kita mungkin tidak seberuntung beberapa negara lain yang mampu bertahan dengan penghentian kegiatan ekonomi selama jangka waktu tertentu","CEO"
"249",279,"pembatasan kegiatan ekonomi yang berlebihan dalam waktu panjang tentu akan menciptakan masalah lain yang mungkin juga menyumbang angka kematian dalam bentuk lain","CEO"
"250",280,"orang orang yang tidak mempunyai penghasilan maupun orang yang stress karena pembatasan total berkepanjangan mungkin akan menghadapi masalah kesehatan lain salah satunya karena turunnya imunitas","CEO"
"251",281,"kita juga tidak seberuntung masyarakat negara lain yang lebih disiplin dalam mengikuti berbagai aturan dan himbauan yang ada","CEO"
"252",282,"kalaupun sistem kontrol bisa dirancang tapi efektivitas penerapannya akan menemui berbagai masalah","CEO"
"253",283,"salah satu contoh kecil adalah beredarnya isu jual beli surat bebas covid untuk memenuhi syarat terbang dengan pesawat","CEO"
"254",284,"selama ini untuk mendapatkan surat sakit buat karyawan yang mangkir bukan hal yang mustahil","CEO"
"255",285,"masalah kita dimulai dari bangku sekolah berapa banyak siswa yang pernah menyontek selama sekolah atau kuliah berapa banyak mahasiswa yang pernah titip absen selama kuliah","CEO"
"256",286,"berapa banyak dari kita yang pernah menonton film bajakan","CEO"
"257",287,"kita kurang belajar untuk merasa malu kalau tidak disiplin kalau tidak jujur","CEO"
"258",288,"mengubah hal tersebut tidak bisa dalam sebulan butuh bertahun tahun","CEO"
"259",289,"oleh karena itu membangun sistem kontrol yang efektif akan menjadi hal yang sangat mahal saat ini dan sangat sulit","CEO"
"260",290,"dengan kurang tersedianya sistem kontrol c yang efektif maka kita perlu mengandalkan buffer b","CEO"
"261",291,"kita perlu belajar menghadapi kondisi normal yang baru dengan terus menjaga jarak menggunakan masker meningkatkan imunitas kalau sampai terinfeksi semoga imunitas kita bisa melawan dengan baik","CEO"
"262",292,"buat orang orang yang hidup dengan hipertensi diabetes penyakit jantung dan pembuluh darah masalah kolesterol dan obesitas yang merupakan faktor yang meningkatkan risiko kematian bila terpapar covid 19 mari hidup lebih sehat","CEO"
"263",293,"kurangi konsumsi gula garam dan lemak","CEO"
"264",294,"olahraga dan tidur yang teratur","CEO"
"265",295,"informasi yang terkumpul dari statistik wabah ini dari data resmi yang ada memperlihatkan keberhasilan intervensi mandiri tanpa psbb di beberapa area dalam hal mencegah terbentuknya kurva eksponensial pertambahan kasus baru","CEO"
"266",296,"informasi ini tentu menjadi kabar baik untuk bisa menghadapi kondisi normal yang baru ke depannya","CEO"
"267",297,"saat ini jangan skeptis mendengar ajakan untuk berdamai dengan korona","CEO"
"268",298,"saat musuh tidak mampu kita lenyapkan berdamai dan hidup bersama dengan selamat merupakan pilihan terbaik kedua dibandingkan larut dalam caci maki dan keputusasaan","CEO"
"269",299,"semoga kecepatan penambahan kasus baru terus melambat dan tingkat kesembuhan bisa dicapai setinggi mungkin","CEO"
"270",306,"beritahu saya pos pos baru lewat surat elektronik 6","CEO"
"271",307,"c pandemi ini mempopulerkan istilah wfh di seluruh dunia","CEO"
"272",308,"di banyak tempat orang disarankan untuk sebisa mungkin bekerja dari rumah work from home wfh","CEO"
"273",309,"dahulu wfh adalah kemewahan yang hanya bisa dinikmati segelintir orang karena ketidakcukupan infrastuktur seperti sinyal dan aplikasi kerja yang memadai serta ketidaksiapan budaya organisasi untuk mengakomodasi hal tersebut","CEO"
"274",310,"sekarang siap tidak siap banyak organisasi yang terpaksa menjalankan opsi ini","CEO"
"275",311,"dahulu banyak yang senang bisa mendapatkan kesempatan wfh","CEO"
"276",312,"sekarang setelah berjalan lebih dari sebulan sebagian sudah berteriak ingin masuk kantor work from office wfo apalagi buat orang extrovert yang perlu mengumpulkan semangatnya dari tengah kerumunan orang","CEO"
"277",313,"x jadi kamu termasuk tim yang mana agar efektif wfh memang memerlukan beberapa syarat","CEO"
"278",314,"pertama kesiapan infrastuktur seperti sinyal dan ruang kerja yang memadai di rumah","CEO"
"279",315,"kedua suasana rumah yang mendukung untuk bisa bekerja dari rumah anggota keluarga yang bisa mengerti dan memberikan waktu yang tenang untuk bisa bekerja dari rumah","CEO"
"280",316,"ketiga menurut saya ini yang terpenting adalah budaya perusahaan yang mendukung","CEO"
"281",317,"wfh memerlukan budaya organisasi yang saling percaya antara organisasi dan karyawannya yang lebih memberdayakan anggota organisasinya untuk bisa mengatur dirinya sendiri","CEO"
"282",318,"meminjam teori mc gregor tentang gaya manajemen wfh memerlukan gaya manajemen teori y","CEO"
"283",319,"dalam bukunya berjudul the human side of entreprise mc gregor menjelaskan ada teori gaya manajemen","CEO"
"284",320,"teori pertama yang dinamakan teori x berasumsikan bahwa pada dasarnya karyawan tidak suka atau tidak termotivasi untuk bekerja sehingga perlu dikontrol dengan insentif dan hukuman atau pendekatan stick and carrot","CEO"
"285",321,"gaya ini sejalan dengan teori kontrak dalam ilmu ekonomi tentang informasi asimetris","CEO"
"286",322,"sebagian besar organisasi profesional berjalan menggunakan teori ini","CEO"
"287",323,"sebagian besar prosedur budaya dan struktur organisasi dibangun di bawah teori ini","CEO"
"288",324,"kontrol menjadi salah satu kata kunci untuk keberhasilan di teori ini","CEO"
"289",325,"penggunaan kontrol secara berlebihan dalam banyak organisasi telah ikut menyumbang ketidakpuasan karyawan atau anggota organisasi yang cukup tinggi di seluruh dunia","CEO"
"290",326,"data di asia pasifik menunjukkan mayoritas karyawan tidak engage dengan perusahaannya","CEO"
"291",327,"manusia dewasa pada umumnya ingin dipercaya dan tidak ingin dikontrol secara berlebihan","CEO"
"292",328,"teori kedua adalah kebalikannya","CEO"
"293",329,"teori y berasumsikan bahwa pada dasarnya manusia apalagi karyawan yang sudah melewati proses seleksi bisa mencintai pekerjaannya","CEO"
"294",330,"meminjam asumsi edward deming mahaguru total quality management pada dasarnya hampir semua manusia pada hampir semua saat akan berusaha melakukan yang terbaik","CEO"
"295",331,"organisasi yang dibangun di atas teori y ini umumnya mampu membangun employee engagement yang lebih baik","CEO"
"296",332,"kontrol bukanlah satu satunya kata sakti dalam menjalankan organisasi","CEO"
"297",333,"kepercayaan integritas self control menjadi kunci keberhasilan organisasi","CEO"
"298",334,"organisasi dengan teori y ini lebih siap untuk bisa menjalankan wfh secara lebih efektif","CEO"
"299",335,"banyak ahli memperkirakan bahwa kita tidak akan kembali ke kondisi kerja pra pandemi dalam waktu dekat","CEO"
"300",336,"yang akan terjadi adalah kita harus bersiap dengan kondisi normal yang baru yang mengharuskan kita tetap menjaga jarak","CEO"
"301",337,"wfh akan tetap populer dalam beberapa saat mendatang","CEO"
"302",338,"bahkan walaupun satu hari bisa kembali ke kondisi pra pandemi sebagian organisasi mungkin akan menyadari manfaat besar dari wfh dan akan meneruskan kebijakan wfh","CEO"
"303",339,"bila dikelola dengan baik wfh mampu menaikkan produktivitas lewat employee engagement yang meningkat","CEO"
"304",340,"perusahaan yang bisa menerapkan kebijakan kerja yang lebih fleksibel seperti wfh atau bahkan wfe work from everywhere akan lebih menarik talenta talenta yang berharga lebih menarik buat generasi milenial dan generasi berikutnya yang akan memasuki dunia kerja","CEO"
"305",341,"budaya yang dibangun di atas teori y bisa menjadi keunggulan bersaing untuk organisasi","CEO"
"306",342,"wfe bekerja dari atas hammock yg digantung di antara dua bukit di labengki sulawesi tenggara semoga satu hari nanti wfe yang selama ini saya nikmati bukan lagi satu kemewahan tapi bisa jadi satu anugerah yang bisa dinikmati lebih banyak orang","CEO"
"307",343,"buat yang senang travelling coba bayangkan anda bisa bekerja dari depan laptop di tengah suara ombak yang pecah di pantai berpindah dari satu pantai ke pantai yang lain sepanjang tahun","CEO"
"308",350,"beritahu saya pos pos baru lewat surat elektronik 7","CEO"
"309",351,"c belum pernah ada yang mengkomentari petikan puisi dari sufi rumi yang tergantung di ruang kerja saya kecuali muhamad lutfi sabani salah satu anak muda nu yang waktu itu saya masuk ke ruangan saya untuk wawancara kerja","CEO"
"310",352,"katanya dia juga salah satu pengagum rumi","CEO"
"311",353,"petikan yang sudah diterjemahkan ke dalam bahasa inggris itu berbunyi become nothing and he ll turn you into everything","CEO"
"312",354,"rumi atau jalal ad din muhammad rumi jlal aldyn mhmd rwmy adalah sufi yang hidup di abad ke 13 di anatolia bekas area kekuasaan kekaisaran roma timur byzantium yang dalam bahasa arab disebut sebagai rum","CEO"
"313",355,"rumi dimakamkan di konya turki kota yang masuk dalam daftar kota yang akan saya kunjungi kalau ada kesempatan ke turki lagi","CEO"
"314",356,"puisi puisi rumi buat saya sangat berkesan karena dekat dengan konsep detachment salah satu prinsip utama dalam spiritualitas ignatian","CEO"
"315",357,"saya bersyukur pernah melewati tiga tahun yang sangat berharga di sma kolese loyola salah satu sekolah asuhan romo jesuit","CEO"
"316",358,"saat itu loyola adalah salah satu sekolah yang paling diminati di jawa tengah dan berhasil mengumpulkan banyak lulusan2 terbaik smp se jateng","CEO"
"317",359,"bayangkan betapa kecutnya hati saya ketika melihat pengumuman penerimaan siswa baru di mana rata rata siswa baru yang diterima saat itu rata rata nem semacam ujian nasional jaman itu sekitar 90","CEO"
"318",360,"tidak heran tiga tahun kemudian saat kelulusan sma lima siswa a1 dengan nilai tertinggi se jateng ada di loyola semua","CEO"
"319",361,"tapi bukan itu alasan utamanya","CEO"
"320",362,"saya bersyukur karena kepribadian dan karakter kepemimpinan saya dibentuk di tiga tahun itu","CEO"
"321",363,"saya bersyukur punya kesempatan untuk belajar berpikir dengan merdeka belajar melepas diri menuju pribadi yang merdeka walaupun sampai saat ini jatuh bangun untuk itu","CEO"
"322",364,"kebayang serunya diskusi diskusi di kelas tentang bagaimana menjembatani iman dan ilmu serunya diskusi topik yang mungkin tabu dibahas di tempat lain serunya belajar menemukan makna bekerja","CEO"
"323",365,"sebagai anak yang selalu memberontak dari kecil sma ini semacam surga pendidikan yang bebas dari segala penjejalan dogmatis","CEO"
"324",366,"detachment adalah lawan kata dari possesive attachment","CEO"
"325",367,"hidup itu adalah perjalanan menuju pulang di mana tidak ada benda fisik yang akan kita bawa serta","CEO"
"326",368,"perjalanan menuju pulang adalah perjalanan melepas satu per satu yang dititipkan ke kita sehingga pada saat kita pulang tidak ada yang menahan kita untuk bisa bebas lepas kembali","CEO"
"327",369,"mengosongkan diri adalah perjalanan menuju kepenuhan","CEO"
"328",370,"semua hal yang ada pada kita saat ini hanyalah titipan sesaat yang mungkin lenyap satu hari","CEO"
"329",371,"jabatan harta bahkan kedekatan emosional bukanlah hal yang abadi","CEO"
"330",372,"pandemi ini mengingatkan kita akan ketidakabadian hal hal tersebut","CEO"
"331",373,"pekerjaan dan pendapatan bisa lenyap dalam hitungan hari","CEO"
"332",374,"pelukan dan kedekatan fisik yang biasanya adalah sesatu yang tidak banyak orang syukuri tiba tiba menjadi barang langka yang sangat berharga","CEO"
"333",375,"di masa lalu kesempatan untuk berkumpul bersama di kantor bagi sebagian orang bukanlah hal yang disyukuri bahkan kadang dirasa sebagai beban hingga kesempatan untuk bisa bekerja dari rumah dirasa sebagai suatu kemewahan","CEO"
"334",376,"hari hari ini banyak yang merindukan kesempatan untuk bisa berkumpul kembali di kantor","CEO"
"335",377,"sebelum vaksin ditemukan ancaman gelombang gelombang pandemi selanjutnya akan selalu mengintai dan pembatasan jarak di tempat kerja akan menyebabkan kesempatan berkumpul di kantor sebebas dulu akan tetap menjadi barang langka","CEO"
"336",378,"pandemi ini memberikan kesempatan untuk belajar bebas lepas dari kelekatan","CEO"
"337",379,"sampai saat ini saya selalu membiasakan diri untuk mengerjakan sendiri beberapa pekerjaan rumah seperti mengepel dan mencuci piring","CEO"
"338",380,"di kantor kami membiasakan diri untuk memisahkan sendiri sisa sisa makanan dan mengembalikan sendiri piring kotor pada tempatnya tanpa memandang jabatan","CEO"
"339",381,"hal yang kelihatan sepele tapi selalu menjadi pengingat menuju kekosongan","CEO"
"340",382,"satu hari ketika jabatan itu berlalu atau ketika roda berputar ke bawah kita akan melewatinya dengan lebih mudah dan bahagia karena ketika roda berputar ke atas ataupun ke bawah semua hanya masalah pergerakan hidup semata","CEO"
"341",383,"kita tetap bisa bahagia dan menuju kepenuhan","CEO"
"342",384,"di hari waisak murid murid budha memperingati peristiwa kelahiran pencapaian pencerahan yang sempurna dan kematian sang budha gautama","CEO"
"343",385,"pencerahan yang mengajarkan cara melepaskan diri dari kelekatan mengosongkan diri untuk menuju kebahagiaan sempurna","CEO"
"344",386,"selamat hari waisak","CEO"
"345",393,"beritahu saya pos pos baru lewat surat elektronik 8","CEO"
"346",394,"c tidak banyak hari yang secara tradisi dirayakan bersama oleh berbagai bangsa dan beragam aliran ideologi","CEO"
"347",395,"hari ini adalah salah satunya","CEO"
"348",396,"may day hari libur 1 mei ini dirayakan di berbagai negara sebagai hari buruh atau international worker s day yang punya sejarah dekat dengan gerakan sosialis dan gerakan kiri","CEO"
"349",397,"buat umat katolik 1 mei ini adalah salah satu hari perayaan penting bukan hanya sebagai pembuka bulan maria yang telah dirayakan sejak abad ke 18 tapi juga perayaan suami bunda maria st","CEO"
"350",398,"yusuf pekerja dan perayaan hari nabi yeremia dalam bahasa arab aramiya yang dihormati dalam agama yahudi kristen maupun islam","CEO"
"351",399,"namun jauh sebelum itu may day adalah tradisi panjang festival menyambut datangnya musim semi di berbagai area eropa sejak era romawi festival floralia untuk menghormati dewi bunga","CEO"
"352",400,"sejarah terus berjalan may day tetap abadi dengan penambahan dan persaingan makna seiring berjalannya waktu","CEO"
"353",401,"kerusuhan haymarket chicago di mei 1886 yang bermula dari demonstrasi buruh menjadi titik awal peringatan hari buruh yang menambah merubah makna may day sebagai festival musim semi","CEO"
"354",402,"melawan gerakan kiri yang makin meluas di tahun 1955 paus pius xii menetapkan 1 mei sebagai perayaan st","CEO"
"355",403,"yusuf pekerja tukang kayu dari nazareth memperingati hari buruh dalam perspektif katolik sebagaimana telah dimulai jauh sebelumnya oleh paus leo xiii dengan mengeluarkan ensiklik rerum novarum rights and duties of capital and labor ajaran yang menolak koumnisme tapi sekaligus menolak kapitalisme yang tak berbatas","CEO"
"356",404,"may adalah kata harapan dalam bahasa inggris","CEO"
"357",405,"may adalah kata pemula doa untuk kebaikan","CEO"
"358",406,"sama seperti nabi yeremia yang menyuarakan harapan untuk kembali ke jalan kebenaran may adalah harapan untuk kebaikan yang lebih memihak suara suara pihak yang lebih tidak berdaya","CEO"
"359",407,"khusus tahun ini may adalah harapan untuk hari yang lebih baik di tengah pandemi ini","CEO"
"360",408,"saat ini perusahaan perusahaan berlomba lomba berbuat kebaikan baik karena tuntutan public relation karena persepsi konsumen ataupun pencari kerja yang makin menghargai perusahaan yang konsisten berbuat kebaikan maupun karena lahirnya pemimpin era baru yang terpanggil untuk memimpin perusahaannya menjadi sumber kebaikan bagi banyak pihak","CEO"
"361",409,"namun seringkali perusahaan lupa bahwa sebaik baiknya perusahaan adalah perusahaan yang bermanfaat bagi pekerjanya","CEO"
"362",410,"seringkali perusahaan sibuk melakukan berbagai program corporate social responsibilty csr tapi melupakan bahwa salah satu tanggung jawab sosial tersebut adalah tanggung jawab sosial terhadap karyawannya","CEO"
"363",411,"di saat saat sulit di tengah pandemi ini salah satu tanggung jawab besar perusahaan adalah bagaimana menyelamatkan kapalnya sekuat kuatnya tanpa perlu membuang satu pun penumpangnya ke tengah laut yang tengah berbadai","CEO"
"364",412,"sekoci sekuat apapun belum tentu akan bisa menyelamatkan bila dilarungkan ke tengah badai yang mengamuk","CEO"
"365",413,"di tengah badai yang memabukkan penumpangnya tabungan tabungan jangka panjang perlu dikeluarkan untuk menguatkan penumpangnya","CEO"
"366",414,"semoga para investor belajar berpikir jangka panjang belajar berbuat kebaikan dengan menghargai dan tidak menghukum pengelola yang berusaha menyelamatkan manusia manusia di dalam kapalnya walaupun harus mengorbankan keuntungan jangka pendek","CEO"
"367",415,"semoga satu hari para ahli keuangan dapat memvaluasi nilai kebaikan yang dilakukan pengelola perusahaan dalam valuasi nilai perusahaan karena kalau kita percaya bahwa pekerja adalah salah satu aset paling penting maka kebaikan yang dilakukan terhadap para pekerja adalah investasi yang berharga","CEO"
"368",416,"selamat merayakan hari buruh","CEO"
"369",417,"truly i tell you whatever you did for one of the least of these brothers and sisters of mine you did for me","CEO"
"370",418,"matthew 25 40 dengan segala bentuk dedikasi dan kerja keras yg dilakukan semoga semua bisa bermanfaat bagi semua dan may adalah sebuah harapan harapan untuk segera berlalu masa pandemi ini","CEO"
"371",419,"suka suka trimakasih sudah mempertahankan kami kami akan selalu berusaha melakukan yang terbaik untuk nutrifood ditengah pandemi ini","CEO"
"372",420,"trimakasih sudah menginspirasi dan membangkitkan semangat kami love u nutrifoodku","CEO"
"373",421,"x 2","CEO"
"374",422,"jaya selalu rumah keduaku suka suka terima kasih nfi dalam keadaan seperti ini masih bisa mempertahankan kita sebagai karyawan aku tahu itu tidaklah mudah","CEO"
"375",423,"x 3","CEO"
"376",424,"semakin aku yakin nfi adalah rumah ke 2 dan bukan hanya hubungan antara atasan dan karyawan tapi sudah sebagai keluarga","CEO"
"377",425,"x 4","CEO"
"378",426,"di mana sebisa mungkin satu sama lain saling menjaga di saat apapun aku yakin nfi akan selalu sukses di saat kondisi apapun krna mempunyai banyak keluarga di dalam nya love u nfi karna telah memanusiakan manusia suka suka terima kasih pak","CEO"
"379",427,"x 5","CEO"
"380",428,"saya sangat bahagia bekerja pada perusahaan yang sangat bermartabat dan baik hati","CEO"
"381",429,"hormat saya kepada founder bapak dan seluruh direksi yan telah menjadikan rumah ini menjadi rumah kedua yan penuh harmoni","CEO"
"382",436,"beritahu saya pos pos baru lewat surat elektronik 9","CEO"
"383",437,"c national museum of qatar di penghujung trip terakhir saya di bulan februari saya mengalami hal yang kurang beruntung","CEO"
"384",438,"seharusnya trip saya dari azerbaijan akan berlanjut ke georgia dan armenia lewat jalan darat","CEO"
"385",439,"entah kenapa dari perencanaan sebelumnya sudah merasakan akan ada yang tidak lancar nantinya","CEO"
"386",440,"akhirnya kekhawatiran tersebut terjadi","CEO"
"387",441,"saya tidak bisa melintas lewat jalan darat dan harus segera merubah rencana","CEO"
"388",442,"sempat sedih juga karena rencana perjalanan yang tersisa jadi berantakan dan beberapa biaya terlanjur sudah dikeluarkan termasuk tiket pesawat pulang","CEO"
"389",443,"dalam kondisi seperti inilah penting sekali untuk bisa mempertahankan sikap positif untuk secara jernih mengambil pilihan yang ada dan membalikkan kemalangan menjadi keberuntungan","CEO"
"390",444,"akhirnya setelah menjajaki beberapa alternatif yang ada saya membeli tiket baru dan memutuskan untuk merubah perjalanan ke qatar yang tidak memerlukan visa","CEO"
"391",445,"saya beruntung dapat last minute discount yang lumayan dari satu tempat penginapan yang cukup bagus dan dapat last minute ticket yang harganya cukup masuk akal","CEO"
"392",446,"berangkatlah saya ke doha qatar dan menikmati dua hari yang menyenangkan dengan menjelajahi museum museum di sana","CEO"
"393",447,"saya beruntung bisa belajar dari national museum of qatar tentang sejarah qatar yang membangun diri dari satu area kecil yang kurang diperhitungkan menjadi negara dengan pendapatan per kapita paling tinggi di dunia","CEO"
"394",448,"saya beruntung bisa menikmati berbagai peninggalan peradaban islam dari berbagai area di dunia dan dari berbagai abad di museum of islamic art doha","CEO"
"395",449,"saya beruntung saya terhindar dari riuhnya pembatasan penerbangan dan penutupan perbatasan antar negara sehubungan dengan pandemi covid 19 yang berlangsung beberapa minggu kemudian","CEO"
"396",450,"seandainya saya masih berlanjut dengan rencana perjalanan semula mungkin akan lebih banyak masalah yang akan saya hadapi seperti risiko terinfeksi virus tersebut atau kesulitan mendapatkan tiket pulang sehubungan pembatasan penerbangan","CEO"
"397",451,"pada saat perjalanan di negara negara yang saya lalui belum ada kasus positif covid 19 yang terindentifikasi","CEO"
"398",452,"walaupun gagal menjelajahi georgia dan armenia saya tetap beruntung bisa menikmati perubahan rencana tersebut","CEO"
